Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-12-04 00:00:00+09:00,132507.24040570174,133699.20958476354,130222.6328125,130222.6328125,2680820,0.0,0.0,0.0
2023-12-05 00:00:00+09:00,128831.99865344519,129129.99094023033,124560.77587619142,125057.4296875,4375531,0.0,0.0,0.0
2023-12-06 00:00:00+09:00,125951.4145352309,126646.72991515725,124560.7837753782,124759.4453125,2667583,0.0,0.0,0.0
2023-12-07 00:00:00+09:00,124759.4453125,126944.72222083998,123666.80685833002,124759.4453125,2478565,0.0,0.0,0.0
2023-12-08 00:00:00+09:00,127242.70330882352,128236.01090686274,126646.71875,126646.71875,2762531,0.0,0.0,0.0
2023-12-11 00:00:00+09:00,127838.69783989526,128236.02091010472,126448.06709416214,128037.359375,3696790,0.0,0.0,0.0
2023-12-12 00:00:00+09:00,129725.97383110686,131017.27372375954,129626.64307013358,130123.296875,3126577,0.0,0.0,0.0
2023-12-13 00:00:00+09:00,129129.99952362805,131513.93797637196,129129.99952362805,130321.96875,2852873,0.0,0.0,0.0
2023-12-14 00:00:00+09:00,132805.21800704097,137374.43268791147,132705.887253109,135785.140625,8217135,0.0,0.0,0.0
2023-12-15 00:00:00+09:00,136083.1550223214,139063.078125,136083.1550223214,139063.078125,5011719,0.0,0.0,0.0
2023-12-18 00:00:00+09:00,138069.77042410715,139857.7242857143,137970.43965401786,139063.078125,2540812,0.0,0.0,0.0
2023-12-19 00:00:00+09:00,139063.06304269176,139857.7091172214,137175.77861568378,137275.109375,2309721,0.0,0.0,0.0
2023-12-20 00:00:00+09:00,138963.73418594306,139857.71103202846,138367.74962188612,139559.71875,3108011,0.0,0.0,0.0
2023-12-21 00:00:00+09:00,138268.41886120997,139659.04951067615,137175.78049377224,139559.71875,2737124,0.0,0.0,0.0
2023-12-22 00:00:00+09:00,141744.99280983285,142738.3003978485,139659.046875,139659.046875,3183709,0.0,0.0,0.0
2023-12-26 00:00:00+09:00,141049.68528211498,141049.68528211498,138467.0854107523,139957.046875,2239789,0.0,0.0,0.0
2023-12-27 00:00:00+09:00,140156.12393162394,140952.46554487178,138563.4407051282,139757.953125,2336777,300.0,0.0,0.0
2023-12-28 00:00:00+09:00,140255.6812279152,140952.48021201414,138862.0832597173,140852.9375,2459473,0.0,0.0,0.0
2024-01-02 00:00:00+09:00,139061.1594540028,142146.9833216292,139061.1594540028,141748.8125,2147458,0.0,0.0,0.0
2024-01-03 00:00:00+09:00,139359.80445906433,140156.14619883042,136174.4375,136174.4375,3257820,0.0,0.0,0.0
2024-01-04 00:00:00+09:00,136174.42082111439,138165.27492668622,135178.99376832845,135776.25,2661970,0.0,0.0,0.0
2024-01-05 00:00:00+09:00,135179.00820454545,136871.234375,135179.00820454545,136871.234375,1846781,0.0,0.0,0.0
2024-01-08 00:00:00+09:00,136871.21869255515,137269.38951056986,134780.82189797793,135378.078125,2498302,0.0,0.0,0.0
2024-01-09 00:00:00+09:00,138364.37090611353,138862.08447052402,135975.34579694323,136771.6875,3473806,0.0,0.0,0.0
2024-01-10 00:00:00+09:00,137070.32549157302,137468.49637172284,131495.93316947564,132889.53125,3769252,0.0,0.0,0.0
2024-01-11 00:00:00+09:00,131794.54076286766,136473.04787454044,131794.54076286766,135378.078125,3594909,0.0,0.0,0.0
2024-01-12 00:00:00+09:00,135776.24780947054,136672.13214252423,132789.96669929157,133486.765625,1878915,0.0,0.0,0.0
2024-01-15 00:00:00+09:00,134183.56455070843,134482.19266172632,132889.5094029642,133486.765625,353911,0.0,0.0,0.0
2024-01-16 00:00:00+09:00,131993.63543243756,133088.60525880015,130500.4947601249,131495.921875,3670169,0.0,0.0,0.0
2024-01-17 00:00:00+09:00,133188.14109017176,133884.9400345897,128410.0911855916,130400.9453125,3822702,0.0,0.0,0.0
2024-01-18 00:00:00+09:00,130898.66447549559,136174.42813876653,130002.78007984582,135577.171875,3050556,0.0,0.0,0.0
2024-01-19 00:00:00+09:00,138065.74872832626,140653.859375,136771.69340498938,140653.859375,4946040,0.0,0.0,0.0
2024-01-22 00:00:00+09:00,144536.01674263674,144735.10216514725,141649.27811623423,141947.90625,3784276,0.0,0.0,0.0
2024-01-23 00:00:00+09:00,141649.2655362216,142146.97904829547,137667.55743963068,140156.125,2912611,0.0,0.0,0.0
2024-01-24 00:00:00+09:00,139359.79681978797,141052.02292402825,136970.77173144877,140852.9375,2580665,0.0,0.0,0.0
2024-01-25 00:00:00+09:00,142047.4512827511,143042.87841157205,136273.9739355895,136771.6875,4708651,0.0,0.0,0.0
