Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-12-04 00:00:00+09:00,71408.18414256198,71506.27230759298,71015.83148243802,71212.0078125,10229267,0.0,0.0,0.0
2023-12-05 00:00:00+09:00,70917.73531864467,71015.82347261236,69838.765625,69838.765625,12129682,0.0,0.0,0.0
2023-12-06 00:00:00+09:00,70427.29909780335,70721.5635787134,70231.12277719665,70329.2109375,8123087,0.0,0.0,0.0
2023-12-07 00:00:00+09:00,70427.29571678322,70525.38387237761,69740.67862762237,70133.03125,8862017,0.0,0.0,0.0
2023-12-08 00:00:00+09:00,70721.56698734504,71408.18414256198,70525.39065728306,71212.0078125,10859463,0.0,0.0,0.0
2023-12-11 00:00:00+09:00,71408.1830479452,71604.359375,70819.65406678083,71604.359375,9861960,0.0,0.0,0.0
2023-12-12 00:00:00+09:00,71898.62834821429,72094.8046875,71702.45200892858,72094.8046875,13758646,0.0,0.0,0.0
2023-12-13 00:00:00+09:00,71898.62048205701,72094.79679987981,71408.1796875,71408.1796875,13116766,0.0,0.0,0.0
2023-12-14 00:00:00+09:00,72683.32691732216,72879.50323828659,71113.9163496067,71702.4453125,27567593,0.0,0.0,0.0
2023-12-15 00:00:00+09:00,72389.05795958391,72585.23426841747,71800.52903308322,71898.6171875,15419815,0.0,0.0,0.0
2023-12-18 00:00:00+09:00,71898.62610382373,71996.71427040467,71408.18527091907,71506.2734375,9690551,0.0,0.0,0.0
2023-12-19 00:00:00+09:00,71604.35051941418,71996.703125,71408.17421662125,71996.703125,8907632,0.0,0.0,0.0
2023-12-20 00:00:00+09:00,72781.42408923796,73468.041297627,72389.07139872994,73369.953125,16870156,0.0,0.0,0.0
2023-12-21 00:00:00+09:00,73173.7645625,73566.1171875,72879.50009375,73566.1171875,13478766,0.0,0.0,0.0
2023-12-22 00:00:00+09:00,74350.82590167984,74841.26670578062,73958.4732583992,74448.9140625,14515608,0.0,0.0,0.0
2023-12-26 00:00:00+09:00,74645.09044549608,75233.61941090079,74252.73780189296,75135.53125,13164909,0.0,0.0,0.0
2023-12-27 00:00:00+09:00,75589.86276041667,76871.046875,75392.75751201923,76871.046875,20651042,361.0,0.0,0.0
2023-12-28 00:00:00+09:00,76575.39148089172,77363.8125,76378.28622611465,77363.8125,17797536,0.0,0.0,0.0
2024-01-02 00:00:00+09:00,77068.14618011935,78644.98804569723,77068.14618011935,78447.8828125,17142847,0.0,0.0,0.0
2024-01-03 00:00:00+09:00,77363.80489042208,77659.4627435065,75885.515625,75885.515625,21753644,0.0,0.0,0.0
2024-01-04 00:00:00+09:00,74998.54936357703,76181.18089099217,74998.54936357703,75491.3125,15324439,0.0,0.0,0.0
2024-01-05 00:00:00+09:00,75589.86512728459,75984.07563642297,75294.2072454308,75491.3125,11304316,0.0,0.0,0.0
2024-01-08 00:00:00+09:00,75885.52093545752,76378.28405841504,75294.20518790849,75392.7578125,11088724,0.0,0.0,0.0
2024-01-09 00:00:00+09:00,76279.72533885542,76575.38318900602,73224.59422063253,73618.8046875,26019249,0.0,0.0,0.0
2024-01-10 00:00:00+09:00,73914.46320906929,74111.56844429347,72140.51609205162,72534.7265625,20259529,0.0,0.0,0.0
2024-01-11 00:00:00+09:00,71844.86555455942,72534.73394808744,71647.76029926572,72140.5234375,57691266,0.0,0.0,0.0
2024-01-12 00:00:00+09:00,71943.416125171,73027.49499829001,71746.310875513,72041.96875,13038939,0.0,0.0,0.0
2024-01-15 00:00:00+09:00,72140.52224289581,72928.94325101489,72140.52224289581,72830.390625,2957915,0.0,0.0,0.0
2024-01-16 00:00:00+09:00,72436.18462680785,72633.2898910985,71450.6583053547,71549.2109375,14760415,0.0,0.0,0.0
2024-01-17 00:00:00+09:00,72041.9643705986,72239.06960827464,69972.359375,69972.359375,22683660,0.0,0.0,0.0
2024-01-18 00:00:00+09:00,70563.68174686193,70957.89225941422,69676.70809361925,70662.234375,17853397,0.0,0.0,0.0
2024-01-19 00:00:00+09:00,72436.1732868976,73618.8046875,71943.41020331325,73618.8046875,23363427,0.0,0.0,0.0
2024-01-22 00:00:00+09:00,74801.4444594707,74899.99708721704,73914.47080975366,74013.0234375,19673375,0.0,0.0,0.0
2024-01-23 00:00:00+09:00,74604.33341298204,74702.88603307845,73224.59673163231,74111.5703125,14786224,0.0,0.0,0.0
2024-01-24 00:00:00+09:00,74111.5768581081,74111.5768581081,72436.18216849663,72928.9453125,12860661,0.0,0.0,0.0
2024-01-25 00:00:00+09:00,73126.04480853576,73717.36053475033,72633.28170335694,73027.4921875,11737747,0.0,0.0,0.0
2024-01-26 00:00:00+09:00,72633.28286784742,73421.70384877385,72239.0723773842,72337.625,11160062,0.0,0.0,0.0
2024-01-29 00:00:00+09:00,72731.83272429435,74111.56938844085,72436.17486769153,73323.1484375,13976521,0.0,0.0,0.0
2024-01-30 00:00:00+09:00,73914.46206258412,74210.11991083446,72633.27805349932,73224.59375,12244418,0.0,0.0,0.0
2024-01-31 00:00:00+09:00,72337.62618208391,72928.94192744154,71450.65256404746,71647.7578125,15703560,0.0,0.0,0.0
2024-02-01 00:00:00+09:00,71943.41085682744,73126.04226817255,71844.85823921535,72534.7265625,19881033,0.0,0.0,0.0
2024-02-02 00:00:00+09:00,72928.93887134308,74111.5703125,72633.28101105386,74111.5703125,14955881,0.0,0.0,0.0
2024-02-05 00:00:00+09:00,73126.04113391656,73717.35683041722,72436.17282133244,73224.59375,19026021,0.0,0.0,0.0
2024-02-06 00:00:00+09:00,73224.59581863238,73618.80629410282,72239.06962995631,73323.1484375,14559254,0.0,0.0,0.0
2024-02-07 00:00:00+09:00,73520.25047916666,74407.22401041667,73224.59263541666,73914.4609375,16566445,0.0,0.0,0.0
2024-02-08 00:00:00+09:00,73914.46577682186,74111.57101889339,72534.72908232118,73027.4921875,20810708,0.0,0.0,0.0
2024-02-13 00:00:00+09:00,73717.35983211437,74111.5703125,73323.14935172872,74111.5703125,21966745,0.0,0.0,0.0
2024-02-14 00:00:00+09:00,72633.28742609797,73224.60319890203,72633.28742609797,72928.9453125,12434945,0.0,0.0,0.0
2024-02-15 00:00:00+09:00,73126.04971396858,73323.1549692623,71943.41818220628,72140.5234375,14120600,0.0,0.0,0.0
2024-02-16 00:00:00+09:00,72239.06776914491,72337.6203854739,71450.64683851304,71746.3046875,13444781,0.0,0.0,0.0
2024-02-19 00:00:00+09:00,71746.30970528456,72830.38856072153,71746.30970528456,72731.8359375,12726404,0.0,0.0,0.0
2024-02-20 00:00:00+09:00,72633.28079169508,72633.28079169508,71746.30721350614,72239.0703125,14681477,0.0,0.0,0.0
2024-02-21 00:00:00+09:00,72337.6245505137,72633.28241652397,71844.86144049658,71943.4140625,11503495,0.0,0.0,0.0
2024-02-22 00:00:00+09:00,72731.83712380301,72830.389748632,71647.758250684,72041.96875,15208934,0.0,0.0,0.0
2024-02-23 00:00:00+09:00,72534.72770919067,73126.04342421125,71844.859375,71844.859375,16225166,0.0,0.0,0.0
2024-02-26 00:00:00+09:00,71253.54160585508,72140.51515281593,71154.9889895261,71746.3046875,14669352,0.0,0.0,0.0
2024-02-27 00:00:00+09:00,72041.9646133402,72337.62247085047,71647.7541366598,71844.859375,13201981,0.0,0.0,0.0
2024-02-28 00:00:00+09:00,71844.86555455942,72830.39183102801,71746.31292691256,72140.5234375,11795859,0.0,0.0,0.0
2024-02-29 00:00:00+09:00,71549.20401907357,72337.625,70957.88828337875,72337.625,21176403,0.0,0.0,0.0
2024-03-04 00:00:00+09:00,73224.59832902203,73914.46668474632,72928.94046228305,73815.9140625,23210474,0.0,0.0,0.0
2024-03-05 00:00:00+09:00,73520.25483378561,73717.36007462686,72633.28125,72633.28125,19505125,0.0,0.0,0.0
2024-03-06 00:00:00+09:00,72140.51723251029,72436.17509002058,71647.7541366598,71844.859375,21547905,0.0,0.0,0.0
2024-03-07 00:00:00+09:00,72041.9657743248,72239.07101584141,71154.9921875,71154.9921875,14516963,0.0,0.0,0.0
2024-03-08 00:00:00+09:00,71746.30721350614,72337.62293229876,71549.2019739086,72239.0703125,19271349,0.0,0.0,0.0
2024-03-11 00:00:00+09:00,71844.85682838398,72041.96205973758,71253.54113432321,71352.09375,9740504,0.0,0.0,0.0
2024-03-12 00:00:00+09:00,71549.2019739086,72436.17555209754,71056.43887491473,72239.0703125,13011654,0.0,0.0,0.0
2024-03-13 00:00:00+09:00,72633.28170335694,73027.4921875,72436.17646128542,73027.4921875,15243134,0.0,0.0,0.0
2024-03-14 00:00:00+09:00,73323.14636608344,73421.69898216688,72534.72543741588,73224.59375,22545539,0.0,0.0,0.0
2024-03-15 00:00:00+09:00,72337.62573478562,72633.28360563624,71253.546875,71253.546875,22580555,0.0,0.0,0.0
2024-03-18 00:00:00+09:00,71549.19945484203,71943.40992015797,71450.64683851304,71746.3046875,11520348,0.0,0.0,0.0
2024-03-19 00:00:00+09:00,71253.54160585508,71943.40992015797,70662.22590788118,71746.3046875,15376066,0.0,0.0,0.0
2024-03-20 00:00:00+09:00,72633.28474479844,76082.62662548765,72337.6268693108,75786.96875,50106297,0.0,0.0,0.0
2024-03-21 00:00:00+09:00,78053.66614123581,78152.21875,76575.37700977302,78152.21875,44569799,0.0,0.0,0.0
2024-03-22 00:00:00+09:00,78447.89183301647,78743.54971680926,76673.94453025982,77758.0234375,26724761,0.0,0.0,0.0
2024-03-25 00:00:00+09:00,78447.88511029411,78644.9903492647,76673.93795955883,77068.1484375,18703996,0.0,0.0,0.0
2024-03-26 00:00:00+09:00,78546.43383330725,78940.64429169273,78053.6707603254,78743.5390625,30551494,0.0,0.0,0.0
2024-03-27 00:00:00+09:00,78053.67645676692,78842.0974310777,78053.67645676692,78644.9921875,17424595,0.0,0.0,0.0
2024-03-28 00:00:00+09:00,78606.38385674506,80190.39159189357,78408.38288985149,79992.390625,25084812,361.0,0.0,0.0
2024-03-29 00:00:00+09:00,80388.39263501213,81675.39892104066,80091.39118439017,81576.3984375,27126366,0.0,0.0,0.0
2024-04-01 00:00:00+09:00,82368.40426829268,82467.40475419207,81180.3984375,81180.3984375,20116513,0.0,0.0,0.0
2024-04-02 00:00:00+09:00,82071.40383272059,84150.4140625,82071.40383272059,84150.4140625,37077944,0.0,0.0,0.0
2024-04-03 00:00:00+09:00,83457.40721611177,84150.41059750297,82665.40335166469,83259.40625,30493347,0.0,0.0,0.0
2024-04-04 00:00:00+09:00,84348.40577373974,84645.40720252051,83457.40148739742,84447.40625,25248934,0.0,0.0,0.0
2024-04-05 00:00:00+09:00,83655.40625,84150.40865384616,82962.40288461538,83655.40625,18883752,0.0,0.0,0.0
2024-04-08 00:00:00+09:00,84348.40961538462,85140.41346153847,83655.40625,83655.40625,18953232,0.0,0.0,0.0
2024-04-09 00:00:00+09:00,83655.4106235048,84051.41256728469,82269.40382027513,82764.40625,23725956,0.0,0.0,0.0
2024-04-11 00:00:00+09:00,82368.40190249702,83853.40914833531,81675.39852110582,83259.40625,25538009,0.0,0.0,0.0
2024-04-12 00:00:00+09:00,83853.41110364396,84051.41207437275,82368.40382317801,82863.40625,17061770,0.0,0.0,0.0
2024-04-15 00:00:00+09:00,82071.39395149027,82368.39537712895,80388.38587287105,81378.390625,26663772,0.0,0.0,0.0
2024-04-16 00:00:00+09:00,80388.396484375,80487.39697265625,78606.3876953125,79200.390625,31949845,0.0,0.0,0.0
2024-04-17 00:00:00+09:00,79893.39154586502,79992.39203105196,78111.3828125,78111.3828125,22611631,0.0,0.0,0.0
2024-04-18 00:00:00+09:00,78012.3789651382,79299.38521710112,77517.37656053706,78804.3828125,21370190,0.0,0.0,0.0
