Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-04 00:00:00+00:00,1299.18994140625,1311.0,1293.010009765625,1299.18994140625,0,0.0,0.0
2023-12-05 00:00:00+00:00,1307.800048828125,1317.739990234375,1307.760009765625,1307.800048828125,0,0.0,0.0
2023-12-06 00:00:00+00:00,1313.3699951171875,1315.469970703125,1309.5699462890625,1313.3699951171875,0,0.0,0.0
2023-12-07 00:00:00+00:00,1313.719970703125,1327.050048828125,1311.93994140625,1313.719970703125,0,0.0,0.0
2023-12-08 00:00:00+00:00,1312.760009765625,1318.5799560546875,1290.4599609375,1312.760009765625,0,0.0,0.0
2023-12-11 00:00:00+00:00,1316.510009765625,1320.6199951171875,1315.4000244140625,1316.510009765625,0,0.0,0.0
2023-12-12 00:00:00+00:00,1313.6199951171875,1318.6700439453125,1299.4599609375,1313.6199951171875,0,0.0,0.0
2023-12-13 00:00:00+00:00,1310.1400146484375,1320.77001953125,1308.5799560546875,1310.1400146484375,0,0.0,0.0
2023-12-14 00:00:00+00:00,1292.010009765625,1298.530029296875,1287.8900146484375,1292.010009765625,0,0.0,0.0
2023-12-15 00:00:00+00:00,1291.9200439453125,1304.219970703125,1287.31005859375,1291.9200439453125,0,0.0,0.0
2023-12-18 00:00:00+00:00,1276.469970703125,1304.1199951171875,1295.4599609375,1276.469970703125,0,0.0,0.0
2023-12-19 00:00:00+00:00,1302.9300537109375,1310.030029296875,1296.5999755859375,1302.9300537109375,0,0.0,0.0
2023-12-20 00:00:00+00:00,1297.760009765625,1302.8499755859375,1296.739990234375,1297.760009765625,0,0.0,0.0
2023-12-21 00:00:00+00:00,1296.97998046875,1307.27001953125,1294.8399658203125,1296.97998046875,0,0.0,0.0
2023-12-22 00:00:00+00:00,1291.7099609375,1303.25,1294.0799560546875,1291.7099609375,0,0.0,0.0
2023-12-25 00:00:00+00:00,1297.3599853515625,1298.3599853515625,1295.030029296875,1297.3599853515625,0,0.0,0.0
2023-12-26 00:00:00+00:00,1294.5799560546875,1299.300048828125,1284.760009765625,1294.5799560546875,0,0.0,0.0
2023-12-27 00:00:00+00:00,1293.9200439453125,1295.760009765625,1290.0,1293.9200439453125,0,0.0,0.0
2023-12-28 00:00:00+00:00,1294.760009765625,1294.0400390625,1281.3499755859375,1294.760009765625,0,0.0,0.0
2023-12-29 00:00:00+00:00,1277.8399658203125,1301.9200439453125,1259.52001953125,1277.8399658203125,0,0.0,0.0
2024-01-01 00:00:00+00:00,1293.530029296875,1293.5400390625,1293.530029296875,1293.530029296875,0,0.0,0.0
2024-01-02 00:00:00+00:00,1292.8900146484375,1313.489990234375,1291.1700439453125,1293.5400390625,0,0.0,0.0
2024-01-03 00:00:00+00:00,1307.6199951171875,1312.8299560546875,1304.280029296875,1307.6199951171875,0,0.0,0.0
2024-01-04 00:00:00+00:00,1309.530029296875,1314.7099609375,1305.0799560546875,1309.530029296875,0,0.0,0.0
2024-01-05 00:00:00+00:00,1311.25,1321.8299560546875,1306.0400390625,1311.25,0,0.0,0.0
2024-01-08 00:00:00+00:00,1313.1300048828125,1321.0999755859375,1311.52001953125,1313.1300048828125,0,0.0,0.0
2024-01-09 00:00:00+00:00,1311.800048828125,1320.8199462890625,1308.8399658203125,1311.800048828125,0,0.0,0.0
2024-01-10 00:00:00+00:00,1319.7900390625,1323.219970703125,1316.010009765625,1319.7900390625,0,0.0,0.0
2024-01-11 00:00:00+00:00,1317.5,1320.219970703125,1308.199951171875,1317.5,0,0.0,0.0
2024-01-12 00:00:00+00:00,1311.989990234375,1317.1500244140625,1301.2900390625,1311.989990234375,0,0.0,0.0
2024-01-15 00:00:00+00:00,1312.8499755859375,1321.8900146484375,1312.530029296875,1312.8499755859375,0,0.0,0.0
2024-01-16 00:00:00+00:00,1319.7099609375,1339.6700439453125,1319.1500244140625,1319.7099609375,0,0.0,0.0
2024-01-17 00:00:00+00:00,1337.7900390625,1350.030029296875,1336.4000244140625,1337.7900390625,0,0.0,0.0
2024-01-18 00:00:00+00:00,1344.050048828125,1346.050048828125,1334.989990234375,1344.050048828125,0,0.0,0.0
2024-01-19 00:00:00+00:00,1337.6600341796875,1339.1500244140625,1331.5799560546875,1337.6600341796875,0,0.0,0.0
2024-01-22 00:00:00+00:00,1333.2099609375,1340.9200439453125,1330.3399658203125,1333.2099609375,0,0.0,0.0
2024-01-23 00:00:00+00:00,1338.739990234375,1340.3199462890625,1331.06005859375,1338.739990234375,0,0.0,0.0
2024-01-24 00:00:00+00:00,1336.780029296875,1340.8299560546875,1324.2099609375,1336.780029296875,0,0.0,0.0
2024-01-25 00:00:00+00:00,1329.8900146484375,1339.6700439453125,1330.2900390625,1329.8900146484375,0,0.0,0.0
2024-01-26 00:00:00+00:00,1336.030029296875,1339.06005859375,1331.4599609375,1336.030029296875,0,0.0,0.0
2024-01-29 00:00:00+00:00,1336.760009765625,1337.3499755859375,1332.8800048828125,1336.760009765625,0,0.0,0.0
2024-01-30 00:00:00+00:00,1333.2099609375,1334.0,1326.4300537109375,1333.2099609375,0,0.0,0.0
2024-01-31 00:00:00+00:00,1326.6199951171875,1335.8900146484375,1325.52001953125,1326.6199951171875,0,0.0,0.0
2024-02-01 00:00:00+00:00,1333.9100341796875,1335.47998046875,1327.06005859375,1333.9100341796875,0,0.0,0.0
2024-02-02 00:00:00+00:00,1328.949951171875,1338.3499755859375,1312.27001953125,1328.949951171875,0,0.0,0.0
2024-02-05 00:00:00+00:00,1337.72998046875,1338.5699462890625,1330.02001953125,1337.72998046875,0,0.0,0.0
2024-02-06 00:00:00+00:00,1333.3900146484375,1333.3199462890625,1324.8499755859375,1333.3900146484375,0,0.0,0.0
2024-02-07 00:00:00+00:00,1326.7900390625,1329.489990234375,1321.8800048828125,1326.7900390625,0,0.0,0.0
2024-02-08 00:00:00+00:00,1327.6199951171875,1332.47998046875,1324.1500244140625,1327.6199951171875,0,0.0,0.0
2024-02-09 00:00:00+00:00,1331.469970703125,1333.449951171875,1291.8399658203125,1331.469970703125,0,0.0,0.0
2024-02-12 00:00:00+00:00,1330.06005859375,1332.25,1327.1099853515625,1330.06005859375,0,0.0,0.0
2024-02-13 00:00:00+00:00,1328.5,1340.5899658203125,1316.6099853515625,1328.5,0,0.0,0.0
2024-02-14 00:00:00+00:00,1340.7900390625,1340.260009765625,1329.6199951171875,1340.7900390625,0,0.0,0.0
2024-02-15 00:00:00+00:00,1326.0,1334.699951171875,1325.8599853515625,1326.0,0,0.0,0.0
2024-02-16 00:00:00+00:00,1327.6600341796875,1336.56005859375,1318.969970703125,1327.6600341796875,0,0.0,0.0
2024-02-19 00:00:00+00:00,1331.5799560546875,1335.93994140625,1330.3499755859375,1331.5799560546875,0,0.0,0.0
2024-02-20 00:00:00+00:00,1333.3399658203125,1338.8599853515625,1331.0999755859375,1333.3399658203125,0,0.0,0.0
2024-02-21 00:00:00+00:00,1333.75,1337.3299560546875,1332.0400390625,1333.75,0,0.0,0.0
2024-02-22 00:00:00+00:00,1332.8699951171875,1333.5999755859375,1323.4599609375,1332.8699951171875,0,0.0,0.0
2024-02-23 00:00:00+00:00,1327.1700439453125,1333.77001953125,1326.489990234375,1327.1700439453125,0,0.0,0.0
2024-02-26 00:00:00+00:00,1330.0,1332.5799560546875,1327.7099609375,1330.0,0,0.0,0.0
2024-02-27 00:00:00+00:00,1331.719970703125,1332.5999755859375,1329.050048828125,1331.719970703125,0,0.0,0.0
2024-02-28 00:00:00+00:00,1331.7900390625,1337.22998046875,1330.1199951171875,1331.7900390625,0,0.0,0.0
2024-02-29 00:00:00+00:00,1333.3800048828125,1336.8599853515625,1328.6600341796875,1333.3800048828125,0,0.0,0.0
2024-03-01 00:00:00+00:00,1335.199951171875,1336.43994140625,1326.4300537109375,1335.199951171875,0,0.0,0.0
2024-03-04 00:00:00+00:00,1330.9000244140625,1332.780029296875,1328.1500244140625,1330.9000244140625,0,0.0,0.0
